"id","frame","x [nm]","y [nm]","sigma [nm]","intensity [photon]","offset [photon]","bkgstd [photon]","chi2","uncertainty_xy [nm]"
87,2,21999.769,23680.874,2.43,91.313,219.441,7.651,19318685.428,4.461
88,2,31162.911,31377.727,125.273,770.459,0,5.937,11632586.13,14.234
89,2,34495.379,26803.875,140.508,1885.771,25.076,2.807,2600770.519,6.999
90,2,34648.292,27290.645,7.568,46.122,135.483,7.024,16280302.928,7.912
91,2,35007.151,26978.731,44.054,61.614,123.062,5.23,9027442.347,21.228
92,2,35281.286,27124.461,6.114,66.033,120.135,5.051,8419766.994,5.115
93,2,35919.715,28732.003,196.621,6092.646,0,4.283,6055086.076,5.582
94,2,36184.832,28146.286,166.209,3629.966,0,8.848,25834148.543,8.186
95,2,36332.087,29230.064,185.054,5765.713,0,5.537,10117917.416,5.687
96,2,36699.12,29618.594,181.339,5573.359,0,6.536,14098420.11,5.955
97,2,37064.051,28995.845,89.068,559.214,113.317,5.185,8870895.379,10.237
98,2,37421.912,30226.604,141.359,3557.434,0,6.876,15605524.065,5.889
99,3,3015.437,21651.782,111.623,1208.36,71.664,4.493,6662487.953,7.718
100,3,3501.618,21380.291,346.252,14851.687,0,8.398,23272540.162,8.264
101,3,3700.357,22401.433,37.782,138.288,137.301,8.363,23083598.907,11.993
102,3,4374.483,22088.177,211.435,6296.311,0,7.586,18991173.05,7.17
103,3,4619.819,23107.321,144.476,3326.368,0,6.156,12504797.73,6.106
104,3,4741.05,22446.733,243.313,8741.593,0,7.929,20746128.087,7.059
105,3,5033.811,22923.606,170.455,5810.813,0,7.523,18676876.433,5.6
106,3,16166.468,10089.991,221.963,2905.327,0,7.946,20835372.794,14.569
107,3,17215.959,27201.715,241.192,11936.235,0,9.322,28675679.673,5.981
108,3,18033.114,27405.94,207.589,11239.998,0,7.505,18589614.862,4.676
109,3,18160.103,26559.939,0.134,79.033,169.616,9.315,28636143.385,5.371
110,3,18587.01,27048.751,170.768,6325.507,0,5.382,9560593.534,4.832
111,3,18781.228,26152.807,140.811,4860.593,0,16.202,86628316.303,7.214
112,3,18960.785,26800.639,2.663,91.095,186.413,11.136,40928097.882,5.407
113,3,19245.178,6403.578,163.063,9464.33,0,18.317,110722767.75,5.713
114,3,19316.86,25857.254,271.204,15916.578,0,15.001,74259093.975,7.515
115,3,19341.494,6972.593,162.8,5923.377,0,9.65,30729997.552,5.739
116,3,19287.82,26569.464,205.055,8861.366,0,13.224,57714906.842,7.098
117,3,19601.684,7277.703,16.383,87.153,128.135,13.745,62345913.48,10.395
118,3,19765.109,25371.495,225.82,10438.328,0,9.749,31367241.247,6.124
119,3,19795.444,26068.754,236.934,12975.486,0,13.182,57346063.336,6.564
120,3,20140.299,7839.687,101.125,749.688,89.62,4.458,6557152.142,9.308
121,3,20163.078,7030.674,203.776,5003.944,0,7.037,16344095.176,7.765
122,3,20238.106,25717.73,82.079,625.385,135.387,4.507,6703680.647,8.063
123,3,20492.623,24749.898,59.196,217.718,126.998,9.636,30643094.957,17.397
124,3,20534.066,8186.641,138.527,3065.138,0,15.8,82380284.896,10.254
125,3,20898.062,24555.981,262.699,14370.556,0,8.731,25158297.031,5.746
126,3,21061.113,8549.455,70.076,546.527,173.931,8.436,23483418.547,9.495
127,3,21153.383,7943.694,175.4,5305.996,0,12.944,55297814.033,8.277
128,3,21200.544,24239.616,3.975,105.89,192.662,11.651,44795032.661,5.029
129,3,21309.368,24819.508,162.778,7979.687,0,10.974,39739514.688,4.898
130,3,21661.697,24605.667,74.763,429.292,125.6,12.086,48206342.353,16.646
131,3,22112.407,23573.211,163.437,6731.03,0,14.81,72379248.946,6.617
132,3,22174.727,23927.151,222.403,10816.573,0,7.733,19733908.035,5.305
133,3,30433.04,30416.825,85.152,258.641,32.614,1.808,1078560.012,11.717
134,3,35071.804,26953.904,179.156,5374.759,0,12.594,52343719.311,8.326
135,3,35504.392,28397.92,166.688,5080.878,0,7.744,19793169.138,6.025
136,3,35532.211,27503.914,227.05,6751.611,0,5.927,11593662.181,6.831
137,3,35762.433,27814.693,61.248,127.321,112.392,3.512,4069501.619,15.084
138,3,36160.489,28080.876,6.772,73.337,89.761,4.074,5478150.759,4.607
139,3,36234.006,29133.279,152.068,4015.185,0,12.296,49891951.832,7.986
140,3,36608.565,28533.145,159.593,3756.537,0,10.289,34936403.861,8.155
141,3,36623.706,29545.233,156.778,4247.397,0,12.449,51141773.084,8.075
142,3,36959.587,29841.776,5.649,59.747,132.4,6.188,12636210.364,5.828
143,3,37116.147,29025.665,165.178,5061.748,0,13.498,60127124.424,8.019
144,3,37360.33,29359.289,2.665,76.906,111.607,6.418,13593687.715,4.707
145,3,37441.806,30237.793,7.458,41.732,102.433,4.042,5391039.961,6.67
146,4,2839.101,20742.178,147.655,4354.601,0,9.822,31838592.916,6.302
147,4,3075.615,21675.061,145.411,2145.897,59.634,4.609,7009222.007,7.499
148,4,3404.997,22003.951,216.738,7171.213,0,3.736,4605118.859,5.551
149,4,3712.413,22440.725,229.982,8594.132,0,10.437,35947560.065,7.572
150,4,3932.244,21684.064,226.678,9218.654,0,9.078,27194177.727,6.523
151,4,4185.768,22771.005,34.032,50.922,134.732,7.837,20266399.413,23.64
152,4,4337.335,22046.941,231.369,7893.892,0,4.94,8052144.741,5.989
153,4,4533.17,23062.567,95.116,497.639,84.13,8.593,24367644.706,16.819
154,4,5002.748,22904.658,219.061,8841.89,0,10.266,34777314.659,6.808
155,4,14599.252,11082.414,67.265,111.401,52.575,5.085,8532628.042,23.8
156,4,16413.282,9882.747,68.835,219.003,17.618,3.244,3471863.779,11.651
157,4,16955.9,27403.82,217.247,8916.56,0,10.763,38228604.243,6.852
158,4,17262.505,27121.405,212.894,9060.694,0,11.263,41864442.359,6.727
159,4,17339.638,27713.692,118.559,2141.915,98.553,11.971,47294287.875,8.814
160,4,17702.449,26861.347,186.317,7671.966,0,6.999,16167285.193,5.106
161,4,18101.33,27356.287,173.198,7356.668,0,16.277,87439061.749,7.196
162,4,18238.224,26527.237,55.685,241.187,161.656,10.479,36238285.932,15.382
163,4,18718.67,27037.491,3.767,79.232,172.285,14.127,65860464.449,7.239
164,4,18880.244,26079.902,4.274,129.959,192.237,19.076,120085252.957,5.938
165,4,19027.785,26687.132,254.794,13756.246,0,14.25,67017482.157,7.395
166,4,19256.739,6413.857,182.008,11706.266,0,22.936,173612125.318,6.72
167,4,19279.694,6881.459,2.031,86.196,177.832,12.532,51825770.836,6.047
168,4,19362.561,25741.173,170.187,6375.816,0,7.738,19759711.688,5.3
169,4,19358.579,26481.244,5.443,105.904,180.796,10.256,34714051.448,4.831
170,4,19655.438,7297.77,64.611,225.067,113.627,4.475,6608074.17,11.953
171,4,19725.269,25375.507,199.476,9042.917,0,7.448,18307448.927,5.109
172,4,19757.018,26074.714,211.53,11171.564,0,15.644,80761581.05,6.878
173,4,20116.164,7007.442,192.871,4865.825,0,5.634,10474742.769,6.731
174,4,20160.651,7840.547,138.751,3167.535,16.893,3.236,3455042.494,5.245
175,4,20172.039,24968.404,25.76,44.346,132.366,11.143,40975694.768,25.199
176,4,20202.062,25728.257,49.31,109.881,168.984,9.821,31828126.876,24.472
177,4,20528.957,8213.38,150.592,3997.748,0,4.997,8241416.287,5.405
178,4,20577.432,24745.369,237.878,8748.356,0,9.22,28053062.824,7.349
179,4,21040.136,8559.612,3.899,239.288,189.941,7.51,18611126.618,2.419
180,4,21132.26,24344.478,207.897,9065.861,0,14.643,70758164.29,7.612
181,4,21114.135,7911.25,155.165,3843.832,0,13.066,56343517.733,8.91
182,4,21442.403,24159.491,9.171,110.637,158.29,10.486,36286258.28,5.273
183,4,21363.256,24735.401,234.518,13758.119,0,11.155,41064180.875,5.632
184,4,34551.449,26834.941,172.853,3849.898,0,5.925,11587307.053,6.927
185,4,34627.08,27219.443,161.042,3695.86,0,9.786,31605023.788,8.136
186,4,35205.855,27039.569,209.105,7532.267,0,9.922,32491841.369,7.043
187,4,35503.165,28411.162,174.132,6256.927,0,8.377,23156936.316,5.71
188,4,35742.391,27748.887,32.499,61.401,119.31,2.68,2369982.639,10.797
189,4,35842.668,28720.826,9.887,45.856,137.814,8.458,23605745.081,9.635
190,4,36560.037,28479.862,7.625,45.554,118.977,8.348,23000198.079,8.879
191,4,36591.716,29497.574,222.825,8236.798,0,7.473,18429264.167,6.335
192,4,36935.267,29851.806,90.925,907.524,89.318,9.361,28915877.797,9.995
193,4,37120.077,29041.384,169.415,5476.851,0,10.649,37425422.936,6.785
194,4,37331.094,29413.586,251.196,8482.613,0,10.514,36481682.103,8.841
195,4,37526.973,30164.768,170.027,3762.765,0,5.772,10995916.631,6.82
196,5,2761.945,20745.477,169.901,4432.477,0,7.318,17672129.267,6.656
197,5,3011.052,21657.776,48.73,175.481,116.301,10.115,33764103.23,16.121
198,5,3444.186,22011.762,226.984,7595.597,0,6.692,14778413.776,6.586
199,5,3539.251,21276.567,153.466,3192.351,0,7.331,17737534.381,7.296
200,5,3717.262,22480.174,4.308,30.471,160.468,6.565,14224095.576,9.715
201,5,3922.267,21698.042,248.592,10810.701,0,6.275,12993076.781,5.737
202,5,4155.61,22831.836,178.145,5257.169,0,10.475,36212371.587,7.5
203,5,4710.813,22442.099,40.526,94.514,122.003,6.08,12197866.556,14.655
204,5,5052.09,22915.087,156.508,4524.771,0,6.393,13485771.976,5.598
205,5,14576.542,11040.922,7.827,44.312,60.326,5.255,9112990.367,7.126
206,5,16117.814,10166.302,187.899,1956.987,0,4.534,6783501.585,11.205
207,5,17177.727,27162.972,209.81,9583.449,0,6.433,13657739.522,5.024
208,5,17342.199,27701.176,151.981,5856.857,0,7.608,19100951.403,4.804
209,5,17814.625,27470.32,66.426,403.464,196.648,11.546,43997013.605,13.953
210,5,18361.536,26502.118,225.869,9308.516,0,9.283,28439887.522,6.513
211,5,18640.271,27039.275,5.474,98.716,180.915,16.353,88249656.65,6.92
212,5,19026.025,25992.288,255.874,14554.749,0,14.469,69089746.845,7.178
213,5,18967.589,26805.38,191.479,7494.271,0,9.246,28210740.409,5.991
214,5,19250.645,6400.752,155.3,8217.407,0,13.76,62486577.071,4.996
215,5,19279.8,6885.118,5.513,88.2,190.238,11.679,45011141.658,6.03
216,5,19309.476,26554.9,173.202,6278.317,0,12.817,54214493.31,7.021
217,5,19697.904,25450.253,232.551,11288.926,0,11.452,43282077.575,6.558
218,5,19709.401,26141.017,199.327,10179.082,0,8.156,21951569.407,4.862
219,5,20157.986,7839.283,5.329,65.917,98.248,6.022,11967741.899,5.343
220,5,20185.933,7060.138,203.414,5211.165,0,9.005,26759944.571,8.515
221,5,20227.839,24972.621,203.065,6783.066,0,8.415,23366852.496,6.717
222,5,20256.031,25682.468,224.315,10435.719,0,9.026,26884559.022,5.853
223,5,20416.315,7280.149,128.485,1114.441,62.95,5.046,8401699.54,10.271
224,5,20466.856,24789.235,217.646,7810.58,0,13.85,63305589.721,8.969
225,5,20566.928,8207.066,96.055,527.062,82.599,3.955,5163365.999,10.59
226,5,20932.19,24422.227,59.58,256.551,175.674,12.467,51291839.227,18.649
227,5,21033.424,8545.878,52.014,337.813,182.169,11.187,41301969.154,10.848
228,5,21060.787,25054.264,165.909,6293.484,0,11.227,41594255.173,6.078
229,5,21339.533,24795.884,56.097,162.162,214.448,11.325,42326696.491,23.757
230,5,22143.308,23619.743,232.197,11912.173,0,8.374,23143393.89,5.424
231,5,31439.02,30885.81,4.098,37.694,41.023,3.122,3216236.894,6.173
232,5,34573.726,26847.532,159.483,3494.64,0,8.068,21480987.453,7.549
233,5,34735.173,27269.192,191.165,6559.859,0,9.212,28005229.473,6.581
234,5,35318.945,27098.2,168.447,4763.428,0,7.484,18482252.846,6.309
235,5,35481.426,28411.103,142.098,4872.212,0,12.947,55319413.25,6.333
236,5,35551.766,27483.149,35.603,54.415,107.408,5.371,9521614.037,17.968
237,5,35744.44,27744.798,212.03,6403.652,0,9.319,28662141.291,7.882
238,5,35883.163,28731.874,190.193,5604.08,0,8.046,21366380.197,6.881
239,5,36084.127,28952.911,43.904,129.422,135.74,1.255,520154.98,8.424
240,5,36370.05,29253.176,87.761,673.92,85.354,7.675,19442007.22,10.657
241,5,36560.689,28475.311,5.814,62.022,129.712,8.774,25405039.091,6.777
242,5,36797.371,29752.659,8.742,75.957,140.46,17.108,96594696.338,10.06
243,5,37088.531,29022.649,136.281,3081.332,29.579,12.708,53296194.953,8.499
244,5,37367.713,29434.499,133.444,1316.475,65.201,4.507,6703070.7,9.206
245,5,37381.06,30155.581,191.931,5158.463,0,7.798,20069742.594,7.301
246,6,2762.929,20735.869,137.355,3176.661,0,11.483,43520314.62,7.867
247,6,3021.902,21697.294,145.962,3404.022,0,7.536,18743599.842,6.57
248,6,3360.152,22000.094,0.745,83.516,117.381,8.563,24195608.736,4.942
249,6,3753.309,22506.682,134.679,4237.184,0,11.739,45476788.15,6.154
250,6,3946.186,21667.447,167.986,5177.798,0,15.294,77197135.478,8.824
251,6,4127.692,22793.489,141.384,3555.152,0,13.517,60299316.845,8.349
252,6,4452.356,22130.607,238.289,7618.772,0,7.069,16490148.342,7.189
253,6,5011.384,22955.624,95.675,589.632,126.191,5.677,10634214.281,11.382
254,6,14560.791,11040.596,7.212,57.796,51.479,4.989,8215129.122,5.718
255,6,17119.578,27200.259,6.645,116.165,166.52,5.825,11195798.184,3.757
256,6,17316.076,27675.456,149.119,4720.869,0,9.823,31844423.719,6.021
257,6,17776.754,27475.967,195.971,9864.713,0,7.264,17411306.872,4.68
258,6,18456.688,27098.429,252.27,13293.042,0,10.998,39921049.494,6.406
259,6,18687.083,26241.328,209.28,9467.063,0,15.452,78798333.299,7.698
260,6,18956.504,26000.922,4.239,80.974,190.499,9.022,26863004.843,5.403
261,6,18909.125,26826.319,153.42,4981.927,0,10.456,36076586.174,6.221
262,6,19253.258,6397.619,144.974,6724.904,0,15.505,79339257.422,5.626
263,6,19329.539,6963.536,147.344,5533.331,0,15.746,81821964.654,6.84
264,6,19364.505,25828.075,331.29,21647.763,0,7.075,16517540.435,5.501
265,6,19638.421,26199.01,208.572,10145.667,0,8.832,25744358.173,5.34
266,6,19843.527,25277.362,197.34,7986.768,0,6.004,11895369.76,5.125
267,6,20133.737,7811.588,151.807,3062.213,0,6.473,13828726.101,7.026
268,6,20170.863,24972.633,63.571,209.709,123.765,3.912,5051390.476,11.62
269,6,20269.968,25681.721,224.795,9754.116,0,10.134,33889850.82,6.524
270,6,20582.429,8239.86,1.344,25.509,114.374,8.857,25886490.768,13.327
271,6,20615.399,24756.595,97.109,459.76,121.172,7.408,18111818.587,16.743
272,6,20683.104,7519.301,2.653,18.681,114.099,10.61,37152194.419,20.799
273,6,20665.093,25389.291,189.639,6782.332,0,5.731,10838055.265,5.34
274,6,21019.344,8579.147,109.537,1025.542,136.951,5.398,9614403.479,8.983
275,6,21010.94,24426.416,185.462,7672.505,0,9.516,29887150.77,5.699
276,6,21076.693,25065.824,211.593,9300.377,0,8.027,21261192.45,5.574
277,6,21201.866,7991.168,8.129,42.843,105.299,8.866,25942559.932,9.888
278,6,21375.539,24802.648,90.747,482.946,186.107,4.234,5917161.406,10.703
279,6,21563.892,24213.691,88.953,415.597,141.03,2.555,2154254.91,9.913
280,6,21912.374,24205.803,272.932,12679.912,0,7.769,19916804.898,6.311
281,6,22119.129,23566.51,65.478,346.589,155.614,6.655,14614136.505,10.746
282,6,22130.38,23959.598,127.271,1790.654,99.621,7.461,18368891.001,8.595
283,6,29714.362,29970.501,161.981,1380.642,0,3.628,4343120.241,10.692
284,6,30355.855,30422.431,136.19,1132.946,0,4.392,6365821.708,10.391
285,6,31626.107,31172.063,129.211,886.704,0,3.936,5111994.767,10.991
286,6,34620.166,26913.516,40.799,79.613,124.744,5.434,9744172.307,15.847
287,6,34705.844,27309.611,73.529,467.428,101.427,4.339,6214145.207,8.412
288,6,35175.43,27079.072,238.423,8629.629,0,11.611,44495840.243,8.529
289,6,35501.214,28398.769,190.252,7366.696,0,9.487,29702512.171,6.083
290,6,35596.417,27521.43,4.342,27.498,110.275,2.373,1858302.145,7.088
291,6,35856.529,28699.133,33.232,103.694,136.266,9.66,30796002.817,14.328
292,6,36161.011,29032.376,29.5,83.688,115.951,5.247,9085052.376,10.146
293,6,36405.091,29326.737,163.155,2873.715,46.578,5.701,10724465.889,7.715
294,6,36705.691,29600.263,189.234,6783.79,0,13.371,59000970.243,7.811
295,6,37119.595,29036.051,7.996,74.331,142.195,7.508,18602681.808,5.779
296,6,37422.552,29455.808,0.718,12.867,115.926,9.433,29362167.466,26.155
297,6,37559.74,30100.429,192.755,4667.087,0,6.789,15210407.147,7.424
298,7,2779.503,20731.653,253.849,8965.21,0,6.392,13484639.15,6.731
299,7,2961.739,21672.528,6.199,58.914,142.099,8.909,26195311.219,7.197
300,7,3434.593,22094.942,214.48,6536.085,0,4.867,7817238.223,6.111
301,7,3783.417,22512.232,62.692,287.85,163.818,13.125,56854273.857,19.066
302,7,4001.775,21680.409,8.412,82.078,143.728,8.351,23015882.331,5.728
303,7,4124.382,22812.083,149.625,4166.125,0,9.348,28837350.537,6.482
304,7,4399.99,22089.38,7.481,42,126.819,12.294,49880981.607,12.582
305,7,4639.181,22328.997,203.466,6076.254,0,7.122,16738712.968,6.778
306,7,4961.095,23040.53,1.544,57.677,152.647,8.799,25549929.645,6.691
307,7,17040.798,27593.294,10.17,60.461,131.613,5.873,11383751.021,6.454
308,7,17125.843,27222.269,63.638,226.407,152.411,8.84,25789345.551,17.669
309,7,17336.006,27038.466,150.747,4684.334,0,17.528,101388017.724,8.843
310,7,17717.859,26871.199,196.852,7364.592,0,15.866,83071350.704,8.764
311,7,17992.244,26728.587,251.419,11118.36,0,7.282,17501977.105,6.016
312,7,18111.575,27347.468,184.142,7204.898,0,10.014,33092997.827,6.05
313,7,18641.873,26239.478,9.445,75.095,180.679,12.527,51787809.287,8.194
314,7,18581.971,27059.512,182.899,7837.465,0,5.864,11347950.127,4.694
315,7,18803.022,26878.958,266.114,13671.195,0,6.067,12148571.281,5.328
316,7,19047.146,25949.637,44.293,148.778,190.013,17.602,102252812.933,25.894
317,7,19257.014,6406.637,156.633,7727.229,0,13.302,58397086.5,5.21
318,7,19345.159,6943.244,193.047,8545.112,0,10.112,33744677.528,5.741
319,7,19364.182,26483.092,22.893,101.449,172.983,7.699,19559163.76,8.283
320,7,19599.742,7280.319,6.826,75.532,115.777,9.159,27683484.735,6.113
321,7,19800.592,25349.421,216.982,10612.85,0,6.426,13626592.645,4.911
322,7,19746.923,26091.861,205.408,9915.121,0,8.79,25500014.597,5.302
323,7,20155.617,7820.857,46.15,175.659,108.755,3.234,3451023.222,8.419
324,7,20182.482,7023.145,205.803,5174.702,0,7.591,19018642.085,7.965
325,7,20122.884,25738.362,84.88,171.764,177.602,4.596,6969641.633,22.29
326,7,20293.212,24863.86,164.046,4408.349,0,11.069,40436876.42,7.829
327,7,20425.424,7267.024,161.922,3947.326,0,5.288,9228938.045,6.041
328,7,20556.489,8161.118,3.454,50.052,119.342,6.896,15693961.882,6.681
329,7,20672.859,7485.572,159.229,4090.077,0,8.872,25976115.783,7.018
330,7,20776.283,25324.952,216.733,9617.01,0,7.073,16509793.069,5.38
331,7,20995.24,8535.064,123.573,2367.01,85.094,7.248,17336315.536,6.634
332,7,20997.091,24392.65,181.812,7198.53,0,8.563,24200217.377,5.543
333,7,21035.238,25048.298,9.802,49.706,192.509,6.648,14586692.031,7.804
334,7,21129.794,7908.529,148.221,2449.419,0,8.127,21795232.437,8.895
335,7,21359.423,24802.907,5.696,88.633,197.971,5.671,10611854.605,4.333
336,7,21580.446,24159.293,249.62,12002.151,0,9.011,26794245.222,6.165
337,7,21900.586,23792.159,179.364,2713.042,105.966,3.433,3889427.192,7.783
338,7,22117.667,23564.621,112.292,1278.146,108.051,3.825,4828013.337,7.19
339,7,22142.893,23999.106,232.008,8921.193,0,13.501,60150734.44,8.766
340,7,29615.139,29962.041,201.584,2337.227,0,3.257,3501375.366,9.738
341,7,34628.262,26758.247,196.383,4182.263,0,8.622,24530862.916,9.347
342,7,34722.839,27273.866,244.54,10823.83,0,14.379,68230054.49,8.494
343,7,35048.453,26969.275,214.132,8302.225,0,6.821,15354997.816,5.77
344,7,35443.143,28348.653,134.429,2371.344,84.562,7.818,20170486.395,7.725
345,7,35758.344,27642.236,204.525,5068.837,0,5.834,11230795.15,7.167
346,7,35872.721,28736.054,149.264,4192.453,0,6.512,13996229.095,5.567
347,7,36610.061,28523.631,66.024,226.615,105.634,9.487,29703820.194,19.804
348,7,36639.839,29578.295,40.887,196.614,164.685,14.019,64857758.909,14.478
349,7,36989.951,29914.172,182.686,4901.482,0,11.662,44883883.899,8.822
350,7,37085.892,29002.601,157.405,3943.792,0,5.567,10228541.257,5.917
351,7,37385.814,29361.408,50.196,107.908,101.633,3.371,3749460.142,12.931
