"id","frame","x [nm]","y [nm]","sigma [nm]","intensity [photon]","offset [photon]","bkgstd [photon]","chi2","uncertainty_xy [nm]"
166,4,9958.689,39302.472,167.845,5338.97,54.706,5.604,10363010.209,5.302
167,4,10086.035,38838.033,195.071,10560.589,0,9.338,28774557.801,4.839
168,4,10208.735,38517.777,49.675,196.707,269.881,5.95,11682001.584,10.671
169,4,10316.514,39353.141,28.631,98.128,212.437,13.79,62756146.334,16.485
170,4,10400.304,37759.276,2.143,138.661,215.536,13.076,56429811.044,4.233
171,4,10570.842,33331.925,194.577,7686.058,0,5.21,8958188.462,4.988
172,4,10547.049,37497.389,234.398,12670.057,0,9.545,30067223.193,5.556
173,4,10645.626,33723.848,245.639,15172.338,0,6.181,12607043.286,4.537
174,4,10678.557,36985.299,252.288,16927.844,0,14.54,69772023.558,6.22
175,4,10735.217,34767.95,114.377,1899.338,155.219,8.352,23020461.304,7.441
176,4,10639.75,38811.476,202.268,9883.636,0,8.344,22975541.656,5.1
177,4,10807.201,33035.012,173.798,6296.18,0,7.892,20552482.505,5.539
178,4,11013.02,37707.762,116.782,1090.176,155.558,6.317,13168659.94,10.117
179,4,11124.793,33969.406,106.157,1713.487,88.791,7.047,16387823.032,6.685
180,4,11179.663,36880.304,1.579,40.864,239.54,12.968,55497129.061,11.836
181,4,11249.489,34771.173,391.796,43938.235,0,7.411,18127378.273,4.373
182,4,11270.623,35161.467,67.717,444.497,215.213,9.507,29826198.208,11.505
183,4,11252.793,36035.896,215.607,14592.715,0,16.203,86644819.434,5.826
184,4,11612.743,9570.365,101.249,510.378,14.459,4.06,5440224.761,11.739
185,4,21924.71,29841.689,173.949,4917.611,0,10.743,38092630.678,7.73
186,4,21872.807,30552.434,193.939,5881.775,0,5.435,9747396.176,5.927
187,4,22238.542,29674.187,5.632,61.338,124.595,7.912,20660309.123,6.423
188,4,22621.179,29431.219,176.468,5119.02,0,7.988,21059630.536,6.578
189,4,23339.593,29175.304,170.946,5646.257,0,5.007,8274708.073,5.104
190,4,23621.895,29541.296,222.216,6734.676,0,5.335,9393159.813,6.429
191,4,26656.235,13293.528,100.814,635.109,131.164,2.215,1618943.112,8.691
192,4,26810.888,12627.805,161.828,6404.606,0,6.945,15918356.128,4.78
193,4,26997.773,13877.731,276.947,16537.169,0,6.516,14012693.554,5.063
194,4,26984.637,13050.46,86.804,671.166,125.953,7.242,17308472.592,10.173
195,4,27186.627,14345.583,217.219,10440.724,0,3.518,4084228.724,4.469
196,4,27374.471,13528.498,190.158,6787.11,0,9.363,28932185.416,6.417
197,4,27440.19,14816.361,201.979,10139.589,0,9.806,31730989.108,5.335
198,4,27760.366,15199.558,0.668,56.508,182.664,3.132,3236985.08,4.703
199,4,27781.242,14296.28,211.084,7802.293,0,6.154,12497960.158,5.707
200,4,28190.526,14792.356,219.85,10508.824,0,15.054,74789478.127,7.52
201,4,28211.182,15735.071,76.423,454.387,180.66,13.038,56098427.414,17.459
202,4,28369.773,15062.228,130.169,1837.016,168.102,3.659,4417961.282,6.811
203,4,28877.278,16146.926,194.961,5843.144,0,6.962,15996199.435,6.506
204,4,32561.53,26234.466,6.694,62.148,119.488,7.629,19205188.367,6.412
205,4,33049.411,26481.003,260.891,7100.945,0,4.219,5873043.247,7.142
206,4,33072.358,27389.52,85.506,456.018,131.646,9.913,32429575.446,16.92
207,4,34177.054,27669.628,148.142,2226.811,0,4.574,6905217.394,7.48
208,4,34691.322,28503.414,286.113,11623.92,0,5.394,9601844.346,6.273
209,4,34708.836,29447.772,197.49,6702.638,0,6.373,13403599.939,5.845
210,4,35040.842,29920.366,3.359,73.714,132.726,10.061,33402726.597,6.086
211,4,35520.248,28003.44,5.576,79.915,113.168,8.049,21379119.537,5.302
212,4,35517.123,29555.003,97.585,703.794,108.941,5.303,9279213.152,9.942
