"id","frame","x [nm]","y [nm]","sigma [nm]","intensity [photon]","offset [photon]","bkgstd [photon]","chi2","uncertainty_xy [nm]"
107,3,35877.85,25060.252,192.341,6998.034,0,8.705,25009488.643,6.167
108,3,36011.433,24478.983,5.997,44.769,149.092,8.678,24852509.152,8.806
109,3,36113.477,4775.797,215.493,8874.54,0,6.063,12132256.552,5.37
110,3,36501.151,24667.3,199.601,8998.07,0,9.595,30383488.493,5.663
111,3,36480.699,25315.032,72.854,285.525,156.548,11.015,40041928.006,21.395
112,3,36576.599,4847.265,77.225,400.338,138.813,5.518,10049277.512,11.04
113,3,36908.56,5524.407,133.811,2625.602,64.188,9.613,30495733.503,7.913
114,3,36993.285,24798.673,213.408,10033.033,0,9.941,32611046.979,5.858
115,3,37200.991,25484.949,225.129,8562.571,0,5.343,9421296.232,5.611
116,3,37379.764,5117.576,221.003,9562.313,0,8.105,21678123.979,5.828
117,3,37547.965,25586.793,282.323,12972.686,0,6.816,15330820.584,6.186
118,3,37780.135,25038.187,198.304,7982.878,0,7.789,20023026.064,5.603
119,3,37974.055,25666.496,229.243,7562.601,0,4.946,8071690.912,6.084
120,3,38516.161,25292.66,186.167,6885.973,0,9.944,32634029.888,6.338
121,3,38479.954,25887.046,2.423,75.999,136.979,7.729,19715076.283,5.109
122,4,12873.968,18521.264,28.137,64.46,43.682,3.135,3243011.128,9.535
123,4,20651.752,22016.655,215.138,4684.249,0,5.605,10368882.478,7.986
124,4,20763.877,22439.241,64.478,163.711,66.162,4.316,6147566.142,14.834
125,4,21397.4,22209.518,97.745,582.588,102.437,6.409,13554658.077,12.679
126,4,22564.068,23759.573,4.674,68.211,111.652,11.247,41748545.298,7.135
127,4,22689.668,23157.906,58.703,139.022,68.771,8.947,26416617.665,24.21
128,4,22965.06,23913.545,167.236,2961.072,25.842,7.842,20294570.277,9.055
129,4,23209.52,23448.589,210.808,5020.999,0,8.338,22941112.193,8.872
130,4,23530.27,23605.832,146.574,2343.691,0,8.821,25678999.888,9.484
131,4,24039.987,24165.323,6.078,29.214,90.434,3.159,3292301.435,7.547
132,4,32658.87,5148.218,45.232,120.557,152.004,8.639,24630415.882,17.786
133,4,32840.402,5690.877,150.166,6387.18,0,16.629,91253985.443,6.492
134,4,33479.06,4917.18,208.724,12256.618,0,9.09,27266277.782,4.741
135,4,33804.534,5580.719,159.565,6316.868,0,11.44,43187538.696,5.772
136,4,33841.075,24161.545,4.532,50.663,119.018,9.036,26944167.198,7.883
137,4,34017.535,4803.681,171.728,5585.433,0,14.149,66070549.616,8.129
138,4,34369.858,24329.215,142.442,3791.682,0,11.606,44451550.269,7.274
139,4,34405.256,23842.124,5.747,33.184,133.089,3.492,4024948.882,7.102
140,4,34506.71,5424.868,218.546,12671.716,0,6.657,14622630.038,4.472
141,4,34917.947,23972.168,152.021,4079.51,0,9.741,31313064.502,6.884
142,4,35038.319,24638.817,7.379,122.44,138.061,5.789,11060919.244,3.698
143,4,35225.204,5396.707,209.792,12252.984,0,5.59,10310489.679,4.183
144,4,35333.409,24097.13,184.169,6655.229,0,10.806,38536769.276,6.684
145,4,35484.881,4740.579,211.013,10618.049,0,9.773,31522389.489,5.486
146,4,35813.563,5432.743,229.553,10469.046,0,11.211,41477776.944,6.736
147,4,35895.38,25085.473,126.81,2668.713,44.84,8.676,24840874.196,6.837
148,4,36160.227,4799.594,0.536,64.357,174.729,8.709,25031851.924,6.073
149,4,36464.24,25253.033,201.024,8784.191,0,14.49,69295813.426,7.341
150,4,36519.236,4817.861,172.529,6557.207,0,8.053,21403369.22,5.374
151,4,36728.421,24726.139,196.626,9341.116,0,16.896,94206991.288,7.461
152,4,37072.974,4915.676,189.738,7890.171,0,8.198,22179856.119,5.422
153,4,37089.497,25466.806,146.403,3755.5,0,8.717,25073816.669,6.557
154,4,37388.63,5397.07,250.057,9512.03,0,6.505,13965938.032,6.374
155,4,37585.783,25567.021,215.233,8385.631,0,11.74,45486874.817,7.454
156,4,37760.714,24968.234,10.685,142.622,166.416,7.872,20452952.928,4.056
157,4,38022.536,25106.302,150.239,4257.723,0,9.367,28954558.355,6.423
158,4,38476.941,25890.776,64.893,244.006,118.446,7.344,17799042.23,14.955
159,4,38558.921,25282.039,2.966,89.659,126.334,10.168,34118461.568,5.217
160,4,38803.878,25457.483,68.344,232.037,85.253,4.808,7630079.487,13.066
161,5,12886.015,18561.442,17.107,47.89,35.677,4.511,6714248.304,8.85
162,5,20593.808,22013.481,157.444,3455.532,0,7.519,18656143.856,7.227
163,5,21162.617,22754.055,134.031,2281.792,0,3.86,4917848.514,6.257
164,5,21358.846,22159.575,3.238,99.62,150.235,5.247,9087113.801,3.778
165,5,22686.386,23831.079,33.945,60.08,87.891,3.051,3071332.555,11.905
166,5,23015.102,23930.134,247.849,6228.067,0,3.942,5128526.274,7.153
167,5,23239.745,23448.816,95.445,481.168,70.177,7.002,16181393.563,15.079
168,5,24044.644,24320.689,56.13,105.443,59.562,2.035,1366612.82,12.84
169,5,32643.572,5144.142,272.903,12058.164,0,5.685,10665474.859,5.854
170,5,32823.568,5665.423,200.648,9799.318,0,9.81,31756873.819,5.418
171,5,33400.616,4892.821,185.621,8692.224,0,11.636,44679344.722,5.734
172,5,33840.461,5599.615,2.636,114.707,191.275,10.8,38494113.785,4.44
173,5,33870.672,24168.651,166.431,4528.686,0,4.811,7639419.105,5.603
174,5,33999.374,4798.987,4.415,162.132,157.463,11.029,40144279.804,3.567
175,5,34406.952,24262.325,277.801,14072.893,0,7.823,20197845.236,6.029
176,5,34516.298,5456.544,205.116,11667.562,0,10.522,36538988.425,5.085
177,5,34482.77,23857.708,190.741,6074.475,0,10.694,37739951.473,7.534
178,5,34596.746,4773.206,59.678,184.129,133.394,4.84,7731419.286,12.931
179,5,34978.5,24005.666,219.919,7350.246,0,10.75,38136872.51,8.129
180,5,34966.674,24560.512,5.709,67.457,146.379,9.839,31945568.927,6.769
181,5,35093.131,4737.22,189.137,8057.076,0,11.19,41325177.705,6.123
182,5,35175.251,5371.519,220.27,11974.65,0,10.587,36988135.616,5.548
183,5,35472.303,4732.378,228.186,11136.173,0,8.419,23390300.921,5.561
184,5,35562.581,24211.953,197.84,6190.164,0,10.201,34343017.959,7.648
185,5,35908.845,25053.696,211.817,8155.494,0,8.929,26313415.235,6.415
186,5,36061.139,24486.755,124.091,893.113,114.69,7.24,17298730.816,14.075
187,5,36159.062,4730.245,6.869,73.757,185.79,8.034,21301528.348,5.813
188,5,36519.242,25284.721,189.433,6693.723,24.893,14.234,66863345.691,8.252
189,5,36588.554,4838.964,204.16,9171.774,0,8.87,25962503.275,5.575
190,5,36671.178,24707.529,165.373,5122.575,61.869,8.983,26630741.187,6.316
191,5,36977.728,5532.685,161.776,4916.166,0,5.99,11842857.701,5.429
192,5,37200.141,4874.181,7.673,60.196,175.549,13.176,57294432.511,9.691
193,5,37327.004,25546.274,175.033,4831.063,0,7.487,18499265.166,6.591
194,5,37368.538,5370.288,155.277,4052.11,0,7.651,19319123.488,6.371
195,5,37785.201,25032.383,171.252,5850.762,0,9.797,31674858.305,6.28
196,5,38369.433,25847.447,167.807,4283.788,0,7.673,19431184.019,6.839
197,5,38811.904,25526.791,114.979,1040.425,46.037,4.242,5938859.942,8.685
198,6,12236.06,17938.863,113.642,697.646,0,3.733,4598209.667,10.7
199,6,12906.481,18554.323,78.954,174.313,35.189,4.326,6176317.541,18.977
200,6,20656.085,21974.681,84.663,402.88,87.052,3.973,5207957.648,10.799
201,6,21182.682,22732.196,158.459,3011.658,0,5.484,9923919.77,7.087
202,6,21391.696,22204.95,185,6085.654,0,8.113,21721139.225,6.255
203,6,21927.18,23227.355,29.535,77.123,75.479,9.745,31339159.529,16.097
204,6,22098.994,22656.227,192.789,3265.526,0,4.576,6909104.902,8.188
205,6,22625.847,23812.94,55.872,137.701,69.58,2.63,2283402.307,11.52
206,6,22999.077,23919.156,174.806,3054.563,0,5.977,11789111.105,8.288
207,6,23311.591,23449.223,196.285,4741.542,0,8.613,24479025.402,8.461
208,6,23951.454,23905.719,72.216,304.76,57.883,6.034,12014535.939,12.964
209,6,24022.605,24246.329,169.074,2511.898,0,5.773,10998730.992,8.957
210,6,32237.404,5366.277,106.182,940.497,105.677,6.181,12608746.366,9.732
211,6,32619.264,5106.077,175.314,5744.006,0,10.678,37625499.681,6.901
212,6,32880.754,5680.627,2.648,180.35,213.57,16.424,89017996.539,3.953
213,6,33165.041,4960.375,187.919,8150.144,0,12.913,55027725.964,6.511
214,6,33487.233,4869.117,175.677,7878.451,0,7.234,17269634.53,4.699
215,6,33764.13,23959.389,208.324,5666.708,0,5.517,10044125.315,6.687
216,6,33874.326,5598.966,136.48,4708.821,0,9.439,29403779.108,5.223
217,6,33899.527,24174.528,151.379,3883.003,0,8.691,24925903.403,6.706
218,6,34047.874,4758.176,64.019,239.221,141.903,10.352,35367146.383,19.221
219,6,34538.461,5407.35,103.347,1329.246,180.703,10.747,38115314.538,9.776
220,6,34596.665,4735.762,149.442,4121.112,0,11.365,42630014.2,7.248
221,6,34560.163,23910.445,9.832,71.125,145.185,9.533,29989332.055,7.244
222,6,35029.83,4739.182,200.225,7623.216,0,7.292,17546689.139,5.718
223,6,35041.029,24636.444,3.266,62.074,139.835,7.287,17525625.54,5.829
224,6,35480.274,4729.123,283.105,17216.954,0,5.987,11827583.942,4.961
225,6,35700.64,24351.393,207.577,7441.874,0,7.918,20688316.64,6.311
226,6,35927.541,25109.282,52.954,111.553,146.377,3.451,3930884.307,13.631
227,6,35917.078,5443.794,5.733,52.243,175.248,10.613,37169582.337,8.81
228,6,36117.678,4786.792,47.795,139.547,174.882,4.752,7451634.072,11.734
229,6,36522.902,25290.132,205.862,7197.15,0,4.889,7889340.754,5.481
230,6,36665.529,24731.37,287.07,19729.254,0,6.297,13083820.364,4.695
231,6,36853.335,4902.017,189.513,7650.355,0,3.274,3538122.317,4.537
232,6,36990.654,24796.602,176.51,7403.96,0,9.016,26826104.257,5.326
233,6,37075.32,25440.275,188.224,6405.972,0,10.266,34778338.965,6.921
234,6,37184.745,4986.433,42.526,65.148,187.716,14.649,70817056.679,45.339
235,6,37423.644,25570.433,170.668,5004.073,0,6.779,15166046.406,5.981
236,6,37412,5289.915,199.273,7596.19,0,3.498,4038964.032,4.845
237,6,37778.569,25051.053,246.655,11322.541,0,14.412,68548078.391,8.309
238,6,37781.318,25641.265,285.786,12070.947,0,2.714,2431083.099,5.431
239,6,37915.605,25037.838,13.281,66.001,167.266,12.83,54326868.377,10.948
240,6,38428.44,25865.59,76.877,321.688,114.413,5.332,9381384.589,12.717
241,6,38559.68,25280.834,4.902,112.439,137.511,6.253,12904657.509,3.762
242,7,12895.163,18538.204,145.594,1348.005,0,5.988,11833674.231,11.627
243,7,20700.419,21977.594,177.639,4919.998,0,13.022,55962631.83,9.041
244,7,21206.218,22747.251,213.976,4613.884,0,6.138,12431561.397,8.311
245,7,21360.819,22158.682,10.618,78.845,134.996,7.309,17631441.92,5.963
246,7,21682.369,23044.867,8.359,24.308,84.189,7.31,17636875.235,14.103
247,7,21914.249,23275.284,5.596,24.607,69.611,7.13,16777097.717,12.601
248,7,22900.804,29657.586,72.887,133.112,28.507,3.065,3100573.681,17.361
249,7,22979.055,23268.213,155.597,2532.63,0,5.623,10435185.08,7.851
250,7,22979.978,23904.933,203.624,4624.751,0,6.79,15213603.99,8.082
251,7,23307.783,23475.645,186.966,3997.295,0,6.765,15102832.55,7.933
252,7,23624.497,24204.298,171.837,2559.869,0,3.846,4882144.14,7.865
253,7,23963.514,23961.915,158.241,3190.577,0,3.821,4817384.716,6.215
254,7,32263.335,5322.014,158.327,4516.872,0,5.76,10950890.225,5.517
255,7,32615.414,5109.224,192.622,6609.926,0,8.539,24062032.983,6.385
256,7,32909.639,5665.836,171.469,7388.244,0,7.241,17301951.752,4.75
257,7,33163.358,4940.405,176.888,7228.925,0,10.018,33117123.057,5.691
258,7,33483.286,4874.098,167.948,7168.2,0,12.26,49603923.803,5.873
259,7,33766.749,23977.009,212.165,5669.317,0,3.193,3364132.801,6.057
260,7,33879.507,5568.182,178.258,6936.686,0,12.491,51492268.333,6.679
261,7,33918.411,24178.153,167.535,4644.052,0,6.536,14096938.718,6.059
262,7,34033.454,4761.613,89.438,851.727,82.474,5.965,11743309.914,8.094
263,7,34447.227,4792.659,204.653,6986.952,0,12.672,52990774.068,8.368
264,7,34436.391,24230.572,182.469,6447.174,0,10.461,36114605.942,6.636
265,7,34524.623,5432.535,88.938,976.079,182.212,5.074,8496967.671,6.91
266,7,34559.778,23876.811,1.485,26.487,151.303,2.498,2059544.351,7.083
267,7,35005.583,24583.346,186.352,5234.456,0,8.748,25254619.743,7.313
268,7,35198.505,24039.354,4.743,45.706,160.31,12.406,50791889.326,10.862
269,7,35335.766,24741.285,86.526,554.988,81.854,7.173,16980490.238,11.695
270,7,35518.308,4711.228,8.912,118.011,182.803,12.333,50197533.041,5.457
271,7,35705.013,24285.07,162.263,4503.766,0,10.842,38794708.261,7.473
272,7,35862.007,25056.38,84.094,845.549,104.561,7.793,20039527.649,8.457
273,7,35957.593,5429.831,214.469,8098.704,0,10.222,34480472.866,7.036
274,7,36078.21,4795.603,5.117,43.777,167.037,4.603,6993129.962,6.376
275,7,36454.769,25283.77,171.808,5949.269,0,8.386,23208012.212,5.809
276,7,36690.298,24699.906,131.204,3012.075,89.63,11.07,40438768.24,7.473
277,7,36760.415,5534.961,207.604,7306.603,0,6.567,14232204.236,5.954
278,7,36916.153,4877.163,148.335,5270.476,0,16.043,84940340.315,7.295
279,7,36964.096,24768.86,177.636,7908.116,0,12.131,48568799.499,5.897
280,7,37136.932,25461.174,68.337,230.189,146.561,2.93,2833865.3,10.836
281,7,37353.397,5018.7,107.516,1246.108,100.17,6.799,15255348.415,8.422
282,7,37362.694,5404.926,206.514,7521.765,0,9.423,29305370.268,6.737
283,7,37520.794,25596.718,5.196,47.496,155.282,3.011,2991818.074,5.442
284,7,38380.668,25744.964,275.299,9091.173,0,6.379,13428130.173,7.45
285,7,38554.434,25284.461,5.839,53.298,140.178,10.494,36342227.215,8.617
286,8,12937.317,18598.476,156.072,1367.669,0,1.309,565640.511,8.692
287,8,20718.601,21984.171,40.38,194.939,108.591,8.685,24893634.5,10.122
288,8,21314.34,22149.226,124.127,2764.842,0,7.157,16904654.254,5.962
289,8,21666.117,23031.545,223.124,4448.961,0,6.751,15041519.673,9.486
290,8,21997.856,23358.448,8.434,50.645,65.066,1.72,975833.088,5.31
291,8,22078.586,22576.808,30.712,54.355,80.831,7.311,17638814.012,18.487
292,8,22590.1,22968.271,59.803,137.871,58.142,6.581,14294718.84,19.819
293,8,22699.882,23781.046,148.171,2375.358,0,4.34,6215933.218,7.075
294,8,22879.072,29602.319,7.882,39.175,43.401,6.446,13713523.506,8.648
295,8,24060.82,24205.563,150.707,2118.449,0,4.629,7072023.136,7.93
296,8,32547.14,5127.449,211.978,7678.296,0,7.571,18918902.892,6.241
297,8,32978.321,5692.99,41.603,151.355,209.186,8.003,21138337.471,12.306
298,8,33182.295,4930.976,62.152,349.508,185.447,6.243,12863665.157,9.601
299,8,33469.671,4864.327,95.474,1534.747,126.683,15.993,84409914.599,10.067
300,8,33881.757,5578.578,175.587,6901.191,0,7.147,16858824.215,5.101
301,8,33923.401,24191.847,94.078,886.034,75.635,6.594,14350182.431,8.824
302,8,34006.251,23828.132,219.654,6973.356,0,4.641,7109592.692,5.977
303,8,33999.899,4793.334,5.508,97.722,161.84,8.396,23264746.036,4.66
304,8,34399.869,24243.389,4.063,78.648,163.094,6.207,12714854.265,4.673
305,8,34526.04,4759.13,192.133,7147.539,0,6.572,14254092.752,5.459
306,8,34558.979,5441.762,4.348,131.088,231.418,9.422,29298165.112,3.874
307,8,34525.66,23840.486,199.606,6748.145,0,11.309,42207685.496,7.694
308,8,34994.73,4751.204,198.277,6978.405,0,10.445,36003779.583,7.082
309,8,35069.551,24619.556,121.445,722.34,104.047,7.568,18902616.012,16.732
310,8,35081.919,5313.352,168.775,6307.637,0,7.087,16575583.812,5.126
311,8,35234.228,24061.787,153.982,4289.9,0,14.49,69289820.543,8.612
312,8,35483.158,4717.857,187.387,6686.395,0,12.855,54535963.364,7.584
313,8,35599.116,5359.878,8.368,106.45,150.747,6.589,14325533.557,4.314
314,8,35670.468,24254.007,222.3,8843.907,0,9.947,32651158.419,6.845
315,8,35885.712,25075.572,161.983,5231.15,0,9.461,29538870.206,6.184
316,8,36039.747,4762.891,213.483,8050.61,0,7.36,17875988.756,6.031
317,8,36056.76,24487.002,82.237,374.18,135.31,7.579,18958026.199,15.476
318,8,36159.186,5471.691,226.998,7719.503,0,4.488,6646674.311,5.802
319,8,36436.755,4826.21,59.643,105.842,160.214,7.682,19474465.88,28.105
320,8,36458.654,25308.611,141.008,4399.472,0,10.119,33793498.662,5.932
321,8,36601.804,24706.324,110.612,1330.488,127.42,9.656,30771717.116,10.157
322,8,36879.805,5596.077,3.325,67.53,151.66,7.032,16317894.502,5.397
323,8,36932.696,4913.357,194.129,8834.419,0,14.369,68138261.524,6.864
324,8,36959.644,24760.555,2.407,110.683,197.059,14.418,68601983.285,5.413
325,8,37039.569,25436.81,13.03,49.798,156.083,8.275,22596319.217,10.059
326,8,37299.007,5000.433,173.351,6199.729,0,2.999,2968123.514,4.585
327,8,37433.234,5373.958,163.715,4774.506,0,4.085,5507807.096,5.163
328,8,37959.256,25118.703,99.109,932.032,106.85,9.928,32526844.87,11.656
329,8,38560.468,25285.388,4.189,76.76,132.787,4.779,7537116.597,4.404
330,8,38752.961,25786.662,171.925,4081.716,0,8.058,21430237.212,7.506
331,9,12322.715,17992.775,7.172,25.203,35.958,3.887,4985931.669,9.199
332,9,12887.218,18560.042,25.52,60.48,40.826,4.604,6993810.157,10.461
333,9,20722.588,21962.187,34.279,102.789,100.055,11.491,43573166.721,17.238
334,9,21122.443,22714.628,5.285,37.521,93.121,10.011,33071212.669,11.111
335,9,21989.736,23315.338,205.179,3364.505,0,4.512,6719596.529,8.675
336,9,22248.426,22716.093,180.651,3068.828,0,6.865,15553381.668,9.233
337,9,22615.412,23721.24,228.254,5419.327,0,4.8,7602711.713,7.427
338,9,22875.581,29593.006,19.637,47.355,34.325,2.725,2450546.57,8.367
339,9,22992.169,23284.775,160.875,2395.311,0,5.668,10601673.97,8.573
340,9,23932.626,23963.68,132.542,1850.861,0,3.731,4593961.997,6.955
341,9,23999.613,24314.976,208.362,3660.362,0,4.677,7219793.757,8.471
342,9,32248.821,5467.802,162.703,4407.609,0,4.165,5725339.245,5.388
343,9,32597.044,5148.952,281.176,15189.619,0,6.861,15536733.943,5.545
344,9,32999.816,5658.92,173.149,7074.881,0,8.052,21395740.615,5.126
345,9,33865.063,5599.817,113.722,1597.451,112.392,5.387,9577131.94,6.966
346,9,34038.346,23856.079,374.264,21634.079,0,5.318,9332516.554,5.915
347,9,33965.978,24188.808,146.587,3676.669,0,7.888,20536348.852,6.379
348,9,34033.26,4820.94,218.481,8687.52,0,5.075,8499312.044,5.295
349,9,34387.293,24294.026,47.591,79.444,155.813,6.172,12569731.962,21.486
350,9,34527.321,5403.018,144.581,2501.743,123.43,5.93,11605369.143,7.312
351,9,34511.724,23867.419,212.205,8552.869,0,12.723,53423114.638,7.536
